response_id,config,post_index,true_label,predicted,full_answer,retrieved_chunks,c2_relevant,c2_note,c3_relevant,c3_note
Phase 9 Run 2-Run 2-304,Run 2,304,normal,normal,"Label: normal
Evidence: [2] says: ""Some depressed mood is a normal reaction to severe adverse life events and problems, and is common in the community. Dysthymic disorder is differentiated from this common experience by the severity, range and duration of symptoms.""
Justification: The post mentions a lack of recent activity (last tweet not making it through), but does not indicate any depressive symptoms. The statement reflects a normal reaction to life events, and there is no evidence of persistent depressive symptoms or significant impairment.","[1] Dysthymic disorder — Essential Features: • Persistent depressed mood (i.e. lasting 2 years or more), for most of the day, for more days than not, as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance), is required for diagnosis. In children and adolescents depressed mood can manifest as pe
---
[2] Dysthymic disorder — Boundary with Normality: • Some depressed mood is a normal reaction to severe adverse life events and problems, and is common in the community. Dysthymic disorder is differentiated from this common experience by the severity, range and duration of symptoms. Assessment of the presence or absence of signs or symptoms should b
---
[3] Cyclothymic disorder — Essential Features: • Mood instability over an extended period of time (i.e. 2 years or more) characterized by numerous hypomanic and depressive periods is required for diagnosis. (In children and adolescents depressed mood can manifest as pervasive irritability.) Hypomanic periods may or may not have been sufficiently
---
[4] Cyclothymic disorder — Boundary with Normality: • Cyclothymic disorder is distinguished from normal variations in mood by a history of distress or difficulty functioning due to repeated occurrences of mood disturbance.
---
[5] Dysthymic disorder — Essential Features: since the onset of the disorder. • There is no history of manic, mixed or hypomanic episodes, which would indicate the presence of a bipolar or related disorder. • The symptoms are not a manifestation of another medical condition (e.g. hypothyroidism), and are not due to the effects of a substance o",,,,
Phase 9 Run 2-Run 2-305,Run 2,305,normal,normal,"Label: normal  
Evidence: [2] says: ""A depressive episode should not be considered to be present if the individual is exhibiting normal grief symptoms, including some level of depressive symptoms, and the individual has experienced the death of a loved one within the past 6 months, or longer if a more extended period of bereavement is consistent with the normative response for grieving within the individual’s religious and cultural context.""  
Justification: The post does not indicate any depressive symptoms, suicidal ideation, or significant impairment in functioning. The message is positive and appreciative, suggesting gratitude for inspiration, which aligns with a normal social-media post.","[1] Depressive episode — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change i
---
[2] Depressive episode — Boundary with Normality: • Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms. If the diagnostic requirements for a
---
[3] Bipolar type I disorder — Essential Features: • A history of at least one manic or mixed episode (see above essential features for mood episodes) is required for diagnosis. Although a single manic or mixed episode is sufficient for a diagnosis of bipolar type I disorder, the typical course of the disorder is characterized by recurrent depressiv
---
[4] Mixed episode — Essential Features: • Several prominent manic and several prominent depressive symptoms consistent with those observed in manic episodes and depressive episodes are present, which either occur simultaneously or alternate very rapidly (from day to day or within the same day). Symptoms must include an altered mood state ",,,,
Phase 9 Run 2-Run 2-306,Run 2,306,normal,normal,"Label: normal
Evidence: [2] says: ""Increased activity or a subjective experience of increased energy is present, and represents a significant change from the individual’s typical level.""
Justification: The post ""@LaraRhiannon - Thats just the brilliance of Tim coming out .."" does not contain any mention of mood changes, depressive symptoms, or suicidal ideation. The statement is positive and does not indicate any mental health disorder.","[1] Manic episode — Boundary with Normality: • Periods of euphoric or irritable mood that are entirely contextually appropriate (e.g. euphoria after winning a lottery) should not be considered as meeting the mood component of the diagnostic requirements for a manic episode.
---
[2] Manic episode — Essential Features: • Both of the following features occur concurrently and persist for most of the day, nearly every day, during a period of at least 1 week, unless shortened by a treatment intervention. • An extreme mood state is observable or reported, characterized by euphoria, irritability or expansiveness that re
---
[3] Hypomanic episode — Essential Features: from one idea to the next; the person reports that their thoughts are rapid or even racing and has difficulty remaining on a topic); • increased self-esteem or grandiosity (e.g. the individual is more self-confident than usual); • decreased need for sleep (e.g. the person reports needing less sleep 
---
[4] Hypomanic episode — Boundary with Normality: • Hypomanic episodes are often difficult to distinguish from normal periods of elevated mood – for example, related to positive life events – particularly given that hypomanic episodes are not associated with significant functional impairment. In order to be considered a hypomanic episode, the sympt
---
[5] Hypomanic episode — Essential Features: • Both of the following symptoms occur concurrently and persist for most of the day, nearly every day, for at least several days. • Persistent elevation of mood or increased irritability is observable or reported, and represents a significant change from the individual’s usual range of moods (e.g. t",,,,
Phase 9 Run 2-Run 2-307,Run 2,307,normal,normal,"Label: normal
Evidence: [2] says: ""Consistent selectivity in speaking, such that a child demonstrates adequate language competence in specific social situations (typically at home) but consistently fails to speak in others (typically at school) is required for diagnosis.""
Justification: The post contains a derogatory statement about the person's intelligence, but the evidence from ICD-11 indicates that selective mutism should only be diagnosed if symptoms persist beyond the first month of schooling. The post does not meet the criteria for selective mutism, as it is not consistent with the diagnostic requirements of the disorder. The statement is not indicative of a mental health disorder and does not meet the criteria for depression or suicidal behavior.","[1] Disorder of intellectual development, unspecified — Boundary with Normality: • In disorders of intellectual development, a measure of intelligence quotient (IQ) is not an isolated diagnostic requirement to distinguish disorder from normality, but should be considered a proxy measure of the “significant limitations in intellectual functioning” that partially characterize diso
---
[2] Selective mutism — Essential Features: • Consistent selectivity in speaking, such that a child demonstrates adequate language competence in specific social situations (typically at home) but consistently fails to speak in others (typically at school) is required for diagnosis. • The duration of the disturbance is at least 1 month, not li
---
[3] Selective mutism — Boundary with Normality: • Transient reluctance to speak at the time of first starting school is a common occurrence. Selective mutism should only be diagnosed if symptoms persist beyond the first month of schooling. Immigrant children who are unfamiliar with or uncomfortable in the official language of their new host count
---
[4] Autism spectrum disorder — Essential Features: clearly atypical or excessive for the individual’s age and sociocultural context are an essential component. These may include: • lack of adaptability to new experiences and circumstances, with associated distress, that can be evoked by trivial changes to a familiar environment or in response to una
---
[5] Autism spectrum disorder — Boundary with Normality: Social interaction skills Typically developing individuals vary in the pace and extent to which they acquire and master skills of reciprocal social interaction and social communication. A diagnosis of autism spectrum disorder should only be considered if there is marked and persistent deviation from",,,,
Phase 9 Run 2-Run 2-308,Run 2,308,normal,normal,"Label: normal
Evidence: [1] says: ""Increased activity or a subjective experience of increased energy is present, and represents a significant change from the individual’s typical level.""
Justification: The post mentions a ""serious party plans for the big day"" and ""loving the foxy avatar pic as well,"" which suggests a positive and celebratory mood. The statement does not indicate any signs of depression, manic episodes, or suicidal ideation, and the language used is appropriate for a birthday celebration.","[1] Manic episode — Essential Features: • Both of the following features occur concurrently and persist for most of the day, nearly every day, during a period of at least 1 week, unless shortened by a treatment intervention. • An extreme mood state is observable or reported, characterized by euphoria, irritability or expansiveness that re
---
[2] Manic episode — Boundary with Normality: • Periods of euphoric or irritable mood that are entirely contextually appropriate (e.g. euphoria after winning a lottery) should not be considered as meeting the mood component of the diagnostic requirements for a manic episode.
---
[3] Hypomanic episode — Essential Features: • Both of the following symptoms occur concurrently and persist for most of the day, nearly every day, for at least several days. • Persistent elevation of mood or increased irritability is observable or reported, and represents a significant change from the individual’s usual range of moods (e.g. t
---
[4] Hypomanic episode — Boundary with Normality: • Hypomanic episodes are often difficult to distinguish from normal periods of elevated mood – for example, related to positive life events – particularly given that hypomanic episodes are not associated with significant functional impairment. In order to be considered a hypomanic episode, the sympt
---
[5] Hypomanic episode — Essential Features: from one idea to the next; the person reports that their thoughts are rapid or even racing and has difficulty remaining on a topic); • increased self-esteem or grandiosity (e.g. the individual is more self-confident than usual); • decreased need for sleep (e.g. the person reports needing less sleep ",,,,
Phase 9 Run 2-Run 2-309,Run 2,309,normal,normal,"Label: normal  
Evidence: [3] says: ""Mood instability over an extended period of time (i.e. 2 years or more) characterized by numerous hypomanic and depressive periods is required for diagnosis.""  
Justification: The post ""@andreascliment It's a nice piece of software indeed"" does not contain any mention of mood disturbances, depression, or suicidal ideation. The statement is neutral and does not reflect any mental health condition.","[1] Hypomanic episode — Essential Features: from one idea to the next; the person reports that their thoughts are rapid or even racing and has difficulty remaining on a topic); • increased self-esteem or grandiosity (e.g. the individual is more self-confident than usual); • decreased need for sleep (e.g. the person reports needing less sleep 
---
[2] Hypomanic episode — Boundary with Normality: • Hypomanic episodes are often difficult to distinguish from normal periods of elevated mood – for example, related to positive life events – particularly given that hypomanic episodes are not associated with significant functional impairment. In order to be considered a hypomanic episode, the sympt
---
[3] Cyclothymic disorder — Essential Features: • Mood instability over an extended period of time (i.e. 2 years or more) characterized by numerous hypomanic and depressive periods is required for diagnosis. (In children and adolescents depressed mood can manifest as pervasive irritability.) Hypomanic periods may or may not have been sufficiently
---
[4] Cyclothymic disorder — Boundary with Normality: • Cyclothymic disorder is distinguished from normal variations in mood by a history of distress or difficulty functioning due to repeated occurrences of mood disturbance.",,,,
Phase 9 Run 2-Run 2-310,Run 2,310,normal,normal,"Label: normal  
Evidence: [1] says: ""require immediate attention. These include tachycardia or bradycardia; hypertension or hypotension; and hyperthermia or hypothermia. In these cases, as many of the following symptom codes as applicable should be applied: MG26 Fever of other or unknown origin MG28 Hypothermia, not associated with low environmental temperature MC80.0 Elevated blood-pressure reading, without diagnosis of hypertension MC80.1 Nonspecific low blood-pressure reading MC81.1 Bradycardia, unspecified.""  
Justification: The post does not contain any mention of medical symptoms, vital signs, or references to mental health conditions. Therefore, there is no evidence to support a diagnosis of suicidal, depression, or normal behavior.","[1] Catatonia, unspecified — Essential Features: require immediate attention. These include tachycardia or bradycardia; hypertension or hypotension; and hyperthermia or hypothermia. In these cases, as many of the following symptom codes as applicable should be applied: MG26 Fever of other or unknown origin MG28 Hypothermia, not associated with low
---
[2] Delirium, other specified cause — Essential Features: • All diagnostic requirements for delirium are met. • The delirium is presumed to be attributable to an identified cause that is not adequately captured by any of the other available delirium categories. • This judgement depends on establishing the following: • The specified cause is known to be cap
---
[3] Catatonia, unspecified — Essential Features: Waxy flexibility: slight and even resistance to positioning by examiner (requires examination) Catatonia | General diagnostic requirements for catatonia Catatonia 203 • Catalepsy: passive induction of a posture (typically as examiner passively moves patient’s extremity), which remains held against g
---
[4] Reactive attachment disorder — Essential Features: • A history of grossly insufficient care is required for diagnosis, which may include: • persistent disregard for the child’s basic emotional needs for comfort, stimulation and affection; • persistent disregard for the child’s basic physical needs; • repeated changes of primary caregivers (e.g. freq
---
[5] Reactive attachment disorder — Boundary with Normality: • Many children without a diagnosis of reactive attachment disorder show transient reductions of attachment behaviours towards a parent or caregiver as a normal part of development. In contrast, children with reactive attachment disorder exhibit markedly atypical social responses towards caregivers ",,,,
Phase 9 Run 2-Run 2-311,Run 2,311,normal,normal,"Label: normal
Evidence: [3] says: ""The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Affective cluster • Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.) • Markedly diminished interest or pleasure in activities, especially those normally found to be enjoyable to the individual (Note: this may include a reduction in sexual desire.) Cognitive-behavioural cluster • Reduced ability to concentrate and sustain attention on tasks, or marked indecisiveness • Beliefs of low self-worth or excessive and inappropriate guilt that may be manifestly delusional (Note: this item should not be considered present if guilt or self-reproach is exclusively about being depressed.) • Hopelessness about the future • Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post does not mention any depressive symptoms, suicidal ideation, or related indicators. The content is positive and includes a casual, upbeat tone. The evidence from ICD-11 does not apply to the post, as it does not meet the diagnostic criteria for depression or suicidal behavior.","[1] Dysthymic disorder — Essential Features: • Persistent depressed mood (i.e. lasting 2 years or more), for most of the day, for more days than not, as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance), is required for diagnosis. In children and adolescents depressed mood can manifest as pe
---
[2] Dysthymic disorder — Boundary with Normality: • Some depressed mood is a normal reaction to severe adverse life events and problems, and is common in the community. Dysthymic disorder is differentiated from this common experience by the severity, range and duration of symptoms. Assessment of the presence or absence of signs or symptoms should b
---
[3] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[4] Depressive episode — Boundary with Normality: • Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms. If the diagnostic requirements for a
---
[5] Depressive episode — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change i",,,,
Phase 9 Run 2-Run 2-312,Run 2,312,normal,normal,"Label: normal
Evidence: [1] says: ""disturbance is associated with substantial distress or significant impairment in personal, family, social, educational, occupational or other important areas of functioning""
Justification: The post mentions uncertainty about the viability of a project but does not indicate any significant distress or impairment in personal, family, social, educational, occupational or other important areas of functioning. Therefore, it does not meet the criteria for a mental-health risk classification other than ""normal"".","[1] Borderline pattern — Essential Features: disturbance is associated with substantial distress or significant impairment in personal, family, social, educational, occupational or other important areas of functioning. • Personality disorder should not be diagnosed if the patterns of behaviour characterizing the personality disturbance are dev
---
[2] Borderline pattern — Essential Features: or impairment in personal, family, social, educational, occupational or other important areas of functioning Personality disorders and related traits | General diagnostic requirements for personality disorder 556 Clinical Descriptions and Diagnostic Requirements for ICD-11 Mental, Behavioural or Neu
---
[3] Mixed depressive and anxiety disorder — Boundary with Normality: • If worry is the only anxiety symptom (i.e. no sympathetic autonomic or other anxiety symptoms are present), a diagnosis of mixed depressive and anxiety disorder diagnosis is not appropriate.
---
[4] Mixed depressive and anxiety disorder — Essential Features: • The presence of both depressive and anxiety symptoms for most of the time during a period of 2 weeks or more is required for diagnosis. Mood disorders 259 • Depressive symptoms include depressed mood or markedly diminished interest or pleasure in activities. • There are multiple anxiety symptoms, 
---
[5] Cyclothymic disorder — Boundary with Normality: • Cyclothymic disorder is distinguished from normal variations in mood by a history of distress or difficulty functioning due to repeated occurrences of mood disturbance.",,,,
Phase 9 Run 2-Run 2-313,Run 2,313,normal,normal,"Label: normal
Evidence: [3] says: ""Interpersonal dysfunction across various contexts and relationships (e.g. romantic relationships, school/work, parent-child, family, friendships, peer contexts) • Interest in engaging in relationships with others • Ability to understand and appreciate others’ perspectives • Ability to develop and maintain close and mutually satisfying relationships • Ability to manage conflict in relationships Pervasiveness, severity and chronicity of emotional, cognitive and behavioural manifestations of the personality dysfunction • Emotional manifestations • Range and appropriateness of emotional experience and expression • Tendency to be emotionally over- or underreactive • Ability to recognize and acknowledge emotions that are difficult or unwanted by the individual (e.g. anger, sadness) • Cognitive manifestations • Accuracy of situational and interpersonal appraisals, especially under stress • Ability to make appropriate decisions in situations of uncertainty • Appropriate stability and flexibility of belief systems • Behavioural manifestations • Flexibility in controlling impulses and modulating behaviour based on the situation and consideration of the consequences • Appropriateness of behavioural responses to intense emotions and stressful circumstances (e.g. propensity to self-harm or violence) The extent to which the dysfunctions in the above areas are associated with distress or impairment in personal, family, social, educational, occupational or other important areas of functioning Personality disorders and related traits | General diagnostic requirements for personality disorder 556 Clinical Descriptions and Diagnostic Requirements for ICD-11 Mental,""
Justification: The post contains a statement that is not indicative of a mental health condition, and the language used is neutral and does not suggest any emotional distress or impairment. The content does not meet the diagnostic criteria for any of the listed mental health conditions.","[1] Hypomanic episode — Essential Features: from one idea to the next; the person reports that their thoughts are rapid or even racing and has difficulty remaining on a topic); • increased self-esteem or grandiosity (e.g. the individual is more self-confident than usual); • decreased need for sleep (e.g. the person reports needing less sleep 
---
[2] Hypomanic episode — Boundary with Normality: • Hypomanic episodes are often difficult to distinguish from normal periods of elevated mood – for example, related to positive life events – particularly given that hypomanic episodes are not associated with significant functional impairment. In order to be considered a hypomanic episode, the sympt
---
[3] Borderline pattern — Essential Features: of interpersonal dysfunction across various contexts and relationships (e.g. romantic relationships, school/work, parent-child, family, friendships, peer contexts) • Interest in engaging in relationships with others • Ability to understand and appreciate others’ perspectives • Ability to develop and
---
[4] Manic episode — Essential Features: their skill level, or that they are about to become famous – in psychotic presentations of mania, this may be manifested in grandiose delusions); • decreased need for sleep (e.g. the person reports being able to function with only 2 or 3 hours of sleep), as distinct from insomnia, in which an indivi
---
[5] Manic episode — Boundary with Normality: • Periods of euphoric or irritable mood that are entirely contextually appropriate (e.g. euphoria after winning a lottery) should not be considered as meeting the mood component of the diagnostic requirements for a manic episode.",,,,
Phase 9 Run 2-Run 2-314,Run 2,314,normal,normal,"Label: normal
Evidence: [2] says: ""Children and adolescents may respond to the loss of a primary attachment figure (e.g. a parent or caregiver) with an intense and sustained grief response (e.g. greater in intensity, symptomatology, duration) because of the role these individuals play in the child’s life.""
Justification: The post mentions the involvement of family in a situation involving deception, but does not provide specific details that indicate a mental health condition. The statement is a personal opinion and does not reflect a clinical diagnosis.","[1] Borderline pattern — Essential Features: of interpersonal dysfunction across various contexts and relationships (e.g. romantic relationships, school/work, parent-child, family, friendships, peer contexts) • Interest in engaging in relationships with others • Ability to understand and appreciate others’ perspectives • Ability to develop and
---
[2] Prolonged grief disorder — Boundary with Normality: • An individual experiencing a grief reaction that is within a normative period given their cultural and religious context is considered to be experiencing normal bereavement, and should not be assigned a diagnosis of prolonged grief disorder. It is often important to consider whether other people w
---
[3] Prolonged grief disorder — Essential Features: • A history of bereavement following the death of a partner, parent, child or other person close to the bereaved is required for diagnosis. Disorders specifically associated with stress | Prolonged grief disorder Disorders specifically associated with stress 349 • A persistent and pervasive grief re
---
[4] Borderline pattern — Essential Features: disturbance is associated with substantial distress or significant impairment in personal, family, social, educational, occupational or other important areas of functioning. • Personality disorder should not be diagnosed if the patterns of behaviour characterizing the personality disturbance are dev
---
[5] Borderline pattern — Essential Features: • An enduring disturbance characterized by problems in functioning of aspects of the self (e.g. identity, self-worth, accuracy of self-view, self-direction) and/or interpersonal dysfunction (e.g. ability to develop and maintain close and mutually satisfying relationships, ability to understand other",,,,
Phase 9 Run 2-Run 2-315,Run 2,315,normal,normal,"Label: normal
Evidence: [4] says: ""Developmental motor coordination disorder often co-occurs with other neurodevelopmental disorders. Attention deficit hyperactivity disorder is most common (an estimated 50% of cases). Developmental speech and language disorder, developmental learning disorder (most often with impairments in reading and written expression) and autism spectrum disorder also commonly co-occur with developmental motor coordination disorder.""
Justification: The post mentions going sideways to dodge bullets, which is a metaphor for avoiding danger. The evidence suggests that the person may have developmental motor coordination disorder, which can involve difficulties with motor skills and coordination. However, the post does not provide specific symptoms or descriptions that directly relate to the diagnostic criteria for developmental motor coordination disorder. The statement is more metaphorical and does not clearly indicate a medical condition. Therefore, the label is ""normal"" based on the provided evidence.","[1] Body dysmorphic disorder — Essential Features: or medication on the central nervous system, including withdrawal effects. • The symptoms result in significant distress or significant impairment in personal, family, social, educational, occupational or other important areas of functioning. If functioning is maintained, it is only through signific
---
[2] Secondary neurocognitive syndrome — Essential Features: • The presence of deficits in neurocognitive functioning that do not meet the diagnostic requirements for delirium, mild neurocognitive disorder, amnestic disorder or dementia, and do not have their onset during the developmental period, is required for diagnosis. • The neurocognitive symptoms are j
---
[3] Developmental motor coordination disorder — Essential Features: • Significant delay in the acquisition of gross or fine motor skills and impairment in the execution of coordinated motor skills manifesting as clumsiness, slowness or inaccuracy of motor performance is required for diagnosis. • Coordinated motor skills are markedly below those expected on the basis
---
[4] Developmental motor coordination disorder — Boundary with Normality: • There is considerable variation in the age of acquisition of many motor skills and a lack of stability of measurement in early childhood. Onset of developmental motor coordination disorder typically occurs during the early developmental period, but differentiation from typical development before t
---
[5] Dementia due to pellagra — Essential Features: • All diagnostic requirements for dementia are met. • Dementia is presumed to be attributable to pellagra, as demonstrated by neuropsychological test data, medical tests and/or clinical history.",,,,
Phase 9 Run 2-Run 2-316,Run 2,316,normal,normal,"Label: normal
Evidence: [2] says: ""• Normal ageing is typically associated with some degree of cognitive change. A diagnosis of mild neurocognitive disorder does not apply if performance is consistent with expectations for the individual’s age, based on age-related norms for performance on standardized assessment.""
Justification: The post contains language that suggests nervousness and anxiety but does not indicate any cognitive impairment or significant mental health disorder. The statement is consistent with normal age-related cognitive changes and does not meet the criteria for mild neurocognitive disorder.","[1] Mild neurocognitive disorder — Essential Features: cerebral palsy, epilepsy or seizures, hypertensive encephalopathy, hypoxic-ischaemic encephalopathy); • endocrine diseases (e.g. diabetes mellitus, hypothyroidism); • intracranial injury; • metabolic disorders (e.g. hypo-osmolality or hyponatraemia); • neoplasms of the brain or central nervous syste
---
[2] Mild neurocognitive disorder — Boundary with Normality: • Normal ageing is typically associated with some degree of cognitive change. A diagnosis of mild neurocognitive disorder does not apply if performance is consistent with expectations for the individual’s age, based on age-related norms for performance on standardized assessment.
---
[3] Tourette syndrome — Essential Features: • The presence of both motor tics and phonic tics that may or may not manifest concurrently or continuously during the symptomatic course is required for diagnosis. • Motor and phonic tics are defined as sudden, rapid, non-rhythmic and recurrent movements or vocalizations, respectively. • Motor and 
---
[4] Tourette syndrome — Boundary with Normality: • Transient motor or phonic tics (e.g. eye blinking, throat clearing) are common during childhood, and are differentiated from Tourette syndrome by their transient nature. Neurodevelopmental disorders 155
---
[5] Schizophrenia — Essential Features: bizarre or purposeless, unpredictable or inappropriate emotional responses that interferes with the ability to organize behaviour); g) psychomotor disturbances such as catatonic restlessness or agitation, posturing, waxy flexibility, negativism, mutism or stupor. Note: if the full syndrome of catato",,,,
Phase 9 Run 2-Run 2-317,Run 2,317,normal,normal,"Label: normal
Evidence: [2] says: ""Trance states can occur in clusters (i.e. multiple cases taking place in close temporal and/ or spatial proximity), and may be associated with mass suggestibility.""
Justification: The post does not mention any symptoms related to mental health disorders, and the statement about a pizza place and a pizza named after the user is unrelated to any clinical diagnosis. The content does not indicate any risk of suicide or depression based on the provided ICD-11 chunks.","[1] Catatonia, unspecified — Essential Features: and/or uncontrollable, extreme emotional reactions; impulsivity (sudden engagement in inappropriate behaviour without provocation); combativeness (striking out against others usually in an undirected manner, with or without the potential for injury) (Note: multiple manifestations of increased psycho
---
[2] Possession trance disorder — Essential Features: from a single prolonged episode to multiple recurrences over years. • Duration and intensity of trance episodes vary considerably. Most recurrent episodes are brief, and individuals may fall in and out of trance states multiple times within a given episode. • Acute recurrent episodes of trance usual
---
[3] Exhibitionistic disorder — Essential Features: • A sustained, focused and intense pattern of sexual arousal – as manifested in persistent sexual thoughts, fantasies, urges or behaviours – that involves exposing one’s genitals to an unsuspecting person in public places, usually without inviting or intending closer contact, is required for diagnos
---
[4] Exhibitionistic disorder — Boundary with Normality: • By definition, exhibitionistic disorder specifically excludes consensual exhibitionistic behaviours that occur with the consent of the individuals involved. Moreover, in some cultures there are socially sanctioned forms of public nudity, which do not constitute exhibitionistic disorder.
---
[5] Encopresis — Essential Features: • Repeated and persistent passage of faeces in inappropriate places (e.g. at least once per month over a period of several months) is required for diagnosis. • The individual has reached the developmental age when faecal continence is ordinarily expected (approximately equivalent to a chronological ",,,,
Phase 9 Run 2-Run 2-318,Run 2,318,normal,normal,"Label: normal
Evidence: [1] says: ""Many pregnant women crave or eat non-nutritive substances (e.g. chalk or ice). In addition, the eating of non-nutritive substances is a culturally sanctioned practice among certain groups. A diagnosis of pica should only be assigned to such behaviour if it is persistent or potentially dangerous enough to require specific clinical attention.""
Justification: The post contains exclamation marks and uses phrases like ""GWE"" and ""AWESOME"" which are not indicative of suicidal ideation or depression. The text appears to be a casual, possibly celebratory message without any mention of distress, self-harm, or clinical symptoms. The content does not meet the criteria for suicidal ideation or depression as per the ICD-11 chunks provided.","[1] Pica — Boundary with Normality: • It is normal for infants and very young children to put non-food objects in their mouths as a means of sensory exploration. The diagnosis of pica should not be applied to this phenomenon. Feeding and eating disorders | Pica Feeding and eating disorders 415 • Many pregnant women crave or eat non-nu
---
[2] Pica — Essential Features: • Regular consumption of non-nutritive substances, such as non-food objects and materials (e.g. clay, soil, chalk, plaster, plastic, metal and paper), or raw food ingredients (e.g. large quantities of salt or corn flour) is required for diagnosis. • The ingestion of non-nutritive substances is persi
---
[3] Body dysmorphic disorder — Essential Features: or medication on the central nervous system, including withdrawal effects. • The symptoms result in significant distress or significant impairment in personal, family, social, educational, occupational or other important areas of functioning. If functioning is maintained, it is only through signific
---
[4] Amnestic disorder, unknown or unspecified cause — Essential Features: • Marked impairment in two or more cognitive domains relative to the level expected given the individual’s age and general premorbid level of neurocognitive functioning, which represents a decline from the individual’s previous level of functioning, is required for diagnosis. • Memory impairment is 
---
[5] Bulimia nervosa — Essential Features: diabetes, and strenuous exercise to greatly increase energy expenditure. • Excessive preoccupation with body weight or shape is apparent. Preoccupation with weight or shape, when not explicitly reported, may be manifested in behaviours such as repeatedly checking body weight using scales; repeatedly",,,,
Phase 9 Run 2-Run 2-319,Run 2,319,normal,normal,"Label: normal
Evidence: [3] (Hypomanic episode — Essential Features): ""increased self-esteem or grandiosity (e.g. the individual is more self-confident than usual); decreased need for sleep (e.g. the person reports needing less sleep than usual and still feels well-rested), as distinct from insomnia, in which an individual wants to sleep but cannot; distractibility (e.g. the person has difficulty staying on task, because attention is drawn to irrelevant or minor environmental stimuli, such as being overly distracted by outside noise during a conversation); Mood disorders 223 • impulsive reckless behaviour (e.g. the individual pursues pleasurable activities with little regard to their potential for negative consequences, or makes decisions in the absence of adequate planning); • an increase in sexual drive, sociability or goal-directed activity.""
Justification: The post describes a person's feelings about sexual intimacy, expressing uncertainty and a lack of sexual arousal, but not indicating any significant mood changes or symptoms consistent with a hypomanic episode. The text does not mention any symptoms that meet the criteria for a hypomanic episode, and the individual is not exhibiting behaviors that would be classified as a hypomanic episode.","[1] Hypomanic episode — Essential Features: • Both of the following symptoms occur concurrently and persist for most of the day, nearly every day, for at least several days. • Persistent elevation of mood or increased irritability is observable or reported, and represents a significant change from the individual’s usual range of moods (e.g. t
---
[2] Hypomanic episode — Boundary with Normality: • Hypomanic episodes are often difficult to distinguish from normal periods of elevated mood – for example, related to positive life events – particularly given that hypomanic episodes are not associated with significant functional impairment. In order to be considered a hypomanic episode, the sympt
---
[3] Hypomanic episode — Essential Features: from one idea to the next; the person reports that their thoughts are rapid or even racing and has difficulty remaining on a topic); • increased self-esteem or grandiosity (e.g. the individual is more self-confident than usual); • decreased need for sleep (e.g. the person reports needing less sleep ",,,,
